 Lista de Imóveis da Caixa;;Data de geração:;07/08/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,78772E+12;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 21, TORRE 03 BL D ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718324769
8,78772E+12;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 33, BL C TORRE 05 ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718973724
8,78771E+12;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 14, TORRE 05 BL A ;91.570,92;150.000,00;38.96;Não;Apartamento, 91.42 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706579791
1,44442E+12;SP ;JABOTICABAL ;JARDIM PATRIARCA ;RUA MILTON DE CENCO, N. 200, CS 01 ;96.963,89;157.000,00;38.24;Não;Casa, 44.66 de área total, 44.66 de área privativa, 127.58 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416736486
8,55551E+12;SP ;JABOTICABAL ;CONJUNTO HABITACIONAL MARGARIDA RAYMUNDO ;RUA JERSON JOSE PEDRINHO LOPES, N. 20, ;190.000,00;190.000,00;0.00;Não;Casa, 83.84 de área total, 83.84 de área privativa, 125.41 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555511098033
8,78771E+12;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 34, BL B TORRE 04 ;160.000,00;160.000,00;0.00;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710181225
8,78771E+12;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 22, BL D TORRE 03 ;145.238,70;141.000,00;0.00;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709268789
1,44442E+12;SP ;JABOTICABAL ;JARDIM MONTERREY II ;RUA RAPHAEL FELIPPELLI, N. SN, LOTE 09 QUADRA 05 ;206.246,16;200.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423348020
8,44442E+12;SP ;JABOTICABAL ;MORADA DO CAMPO ;RUA EVANDRO TEIXEIRA MARTINS, N. 141, LT 32 QD 22 ;144.022,30;136.800,00;0.00;Não;Casa, 130.03 de área total, 51.03 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419026046
8,44443E+12;SP ;JABOTICABAL ;PLANALTO VERDE I ;RUA GINO BELTRAME, N. 70, LT 16 QD 04 ;162.870,75;153.000,00;0.00;Não;Casa, 52.53 de área total, 52.53 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425147216
8,78772E+12;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 13, TORRE 4 BL C ;187.968,58;162.000,00;0.00;Não;Apartamento, 66.15 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787723758801
8,44442E+12;SP ;JACAREI ;PARQUE DOS PRINCIPES ;RUA DONA MARIA I, N. SN, PARTE B LT 02 QD 33B ;68.787,97;120.000,00;42.68;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 173.19 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424260574
8,44443E+12;SP ;JACAREI ;JARDIM NOVO AMANHECER ;RUA JULIETA DE MANCILHA PASSOS, N. 410, Apto 34, BL C ;104.889,24;177.000,00;40.75;Não;Apartamento, 0.00 de área total, 46.48 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426815808
8,78772E+12;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 201,  BLOCO 21 2º PAVIMENTO ;133.200,00;222.000,00;40.00;Não;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715049309
8,78771E+12;SP ;JACAREI ;COLONIA ;RUA PEDRO GONCALVES, N. 250, Apto 602, BL 06 VG 460 ;111.816,50;185.000,00;39.56;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711780173
8,55554E+12;SP ;JACAREI ;QUATRO RIBEIROS ;RUA ALIANCA, N. 427, Apto 104, BL 03 ;142.037,17;235.000,00;39.56;Não;Apartamento, 101.38 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539952462
8,78771E+12;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 201, ;111.816,50;185.000,00;39.56;Não;Apartamento, 87.18 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710364923
8,78771E+12;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 402, BL 09 VG 84 ;111.816,50;185.000,00;39.56;Não;Apartamento, 0.00 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710827630
8,78771E+12;SP ;JACAREI ;JARDIM PARAISO ;RUA PEDRO GONCALVES, N. 250, Apto 701, PV 07 BL 10 VG 516 ;147.565,38;241.000,00;38.77;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712277564
8,78771E+12;SP ;JACAREI ;BAIRRO DO COLONIA ; AVENIDA PEDRO GONÇALVES, N. 250, Apto 403, BLOCO 01 ;147.565,38;241.000,00;38.77;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711487085
1,7877E+12;SP ;JACAREI ;QUATRO RIBEIROS ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 404, BL 14 VG 650 ;119.590,43;190.000,00;37.06;Não;Apartamento, 87.18 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700758726
1,7877E+12;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 498, Apto 304, PV 03 BL 13 VG 636 ;116.443,31;185.000,00;37.06;Não;Apartamento, 87.18 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701034462
1,7877E+12;SP ;JACAREI ;PARQUE DOS PRINCIPES ;AVENIDA GUARDA MUNICIPAL JOSUE SANTANA, N. 598, Apto 07V, TR FLORA DO VALE 01 TIPO 7 ;165.701,72;260.000,00;36.27;Não;Apartamento, 87.34 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701804381
8,44443E+12;SP ;JACAREI ;COLONIA ;ESTRADA PROFESSORA OLINDA DE ALMEIDA MER, N. 1819, CS E15 ;203.482,37;260.000,00;21.74;Não;Casa, 50.37 de área total, 50.37 de área privativa, 117.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429993855
8,44442E+12;SP ;JACAREI ;BANDEIRA BRANCA ;RUA MANOEL GUARDIA RUIZ, N. 405, Apto 07, BOX 07 ;154.623,45;170.000,00;9.05;Não;Apartamento, 61.94 de área total, 61.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419492926
8,78771E+12;SP ;JACAREI ;BAIRRO DA COLONIA ;RUA PEDRO GONCALVES, N. 250, Apto 801, BL 05 ;211.000,00;211.000,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710397546
8,78771E+12;SP ;JACAREI ;COLONIA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 403, 4º PAVIMENTO BLOCO 01 ;207.002,40;207.002,40;0.00;Não;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711803025
8,78772E+12;SP ;JACAREI ;COLONIA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 203, 2º PAVIMENTO, BLOCO 22, VAGA 267 ;194.000,00;194.000,00;0.00;Não;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715048604
8,78771E+12;SP ;JACAREI ;JARDIM PARAISO ;AVENIDA PEDRO GONCALVES, N. 250, Apto 803, BL 05 8 PAV VG 385 ;228.000,00;228.000,00;0.00;Não;Apartamento, 78.56 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714836900
8,44441E+12;SP ;JACAREI ;JARDIM COLONIA ;RUA ALEMANHA, N. 38, ;256.500,00;256.500,00;0.00;Não;Casa, 54.94 de área total, 54.94 de área privativa, 407.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408811600
8,44442E+12;SP ;JACAREI ;JARDIM COLONIA ;RUA DINAMARCA, N. 663, A10 ;256.500,00;256.500,00;0.00;Não;Casa, 179.21 de área total, 57.33 de área privativa, 59.78 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420086430
8,55551E+12;SP ;JACAREI ;JARDIM MARIA AMELIA ;RUA ALVARO SANTANNA (ANTIGA RUA TRES), N. 128 ;186.000,00;186.000,00;0.00;Não;Casa, 5.00 de área total, 5.00 de área privativa, 137.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508660460
8,78771E+12;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 102, BL 03 ;217.000,00;217.000,00;0.00;Não;Apartamento, 95.48 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713170720
8,78772E+12;SP ;JACAREI ;JARDIM PARAISO ;AVENIDA PEDRO GONCALVES, N. 250, Apto 802, BLOCO 10 VG 511 ;225.724,27;223.000,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715467275
8,78771E+12;SP ;JACAREI ;COLONIA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 203, 2º PAVIMENTO, BLOCO 04, VAGA 69 ;173.478,95;170.000,00;0.00;Não;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713577448
8,78771E+12;SP ;JACAREI ;JARDIM PARAISO ;AV PEDRO GONCALVES, N. 250, Apto 203, 2 PAVIMENTO BL 07 VG 119 ;196.764,20;185.000,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710947511
8,78771E+12;SP ;JACAREI ;JARDIM PARAISO ;AV PEDRO GONCALVES, N. 250, Apto 303, 3 PAVIMENTO  BL 03  VG 213 ;196.764,20;185.000,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711100733
8,44444E+12;SP ;JACAREI ;JARDIM NOVO AMANHECER ;RUA JULIETA DE MANCILHA PASSOS, N. 600, Apto 21, BL 11 ;135.021,89;122.000,00;0.00;Não;Apartamento, 49.82 de área total, 42.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438340800
8,55552E+12;SP ;JALES ;RESIDENCIAL NOVA JALES ;RUA APARECIDO PINHEIRO FARIA, N. 824, LT 12 QD 02 ;235.075,73;185.000,00;0.00;Não;Casa, 61.68 de área total, 61.68 de área privativa, 202.62 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520548887
8,44443E+12;SP ;JALES ;RESIDENCIAL MARIA GABRIELA ; AVENIDA ABRÃO BUCHALA, N. 160, QUADRA C LOTE 01 ;282.971,72;165.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 213.62 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431541699
8,78771E+12;SP ;JANDIRA ;JARDIM SAO LUIZ ;RUA MANOEL ALVES GARCIA, N. 185, Apto 62, 6º PAVIMENTO BLOCO 06 ;182.041,05;297.000,00;38.71;Não;Apartamento, 95.25 de área total, 45.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709639906
7,4132E+12;SP ;JANDIRA ;NOVA HIGIENOPOLIS ;RUA AMETISTA, N. 275, LT 18 QD 0 ;885.866,88;1.390.000,00;36.27;Sim;Casa, 311.70 de área total, 311.70 de área privativa, 703.00 de área do terreno,  2 qto(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=7413200001090
8,78772E+12;SP ;JANDIRA ;RECREIO SANTA ROSA ;RUA GRAUNA, N. SN, CASA 09 ;354.000,00;354.000,00;0.00;Não;Casa, 103.88 de área total, 87.38 de área privativa, 51.34 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722541299
8,7877E+12;SP ;JARDINOPOLIS ;CENTRO ; PREFEITO NEWTON REIS, N. 325, Apto 402, BL 07 VG 124 ;91.200,31;162.000,00;43.71;Sim;Apartamento, 140.34 de área total, 45.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704907341
8,78772E+12;SP ;JARDINOPOLIS ;CENTRO ;RUA VICE PREFEITO OTAVIANO RIUL, N. 593, CS 107 ;129.948,90;215.000,00;39.56;Não;Casa, 126.90 de área total, 63.18 de área privativa, 126.90 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717536584
8,78772E+12;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CS 60 ;129.948,90;215.000,00;39.56;Não;Casa, 126.90 de área total, 63.18 de área privativa, 126.91 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716386716
8,78772E+12;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CASA 25 ;129.948,90;215.000,00;39.56;Não;Casa, 130.97 de área total, 62.94 de área privativa, 62.94 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718857767
8,78771E+12;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CASA 112 ;215.000,00;215.000,00;0.00;Não;Casa, 0.00 de área total, 63.18 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714089161
1,44442E+12;SP ;JARINU ;CAETETUBA ;ESTRADA DA SERVIDAO, N. SN, GLEBA 36 ;433.373,72;680.000,00;36.27;Não;Gleba, 0.00 de área total, 0.00 de área privativa, 24626.75 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422296310
1,44441E+12;SP ;JARINU ;VILA NOVA TRIESTE ;RUA DAS PALMEIRAS, N. 468, LT 1323B UN 08 ;254.000,00;254.000,00;0.00;Não;Casa, 0.00 de área total, 69.08 de área privativa, 90.90 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413826336
1,4444E+12;SP ;JARINU ;ESPLANADA DO CARMO ; AVENIDA ANGELO BERNUCCI, N. SN, LT 02 ;2.097.000,31;661.400,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 6445.93 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403952053
1,44442E+12;SP ;JAU ;JARDIM ORLANDO CHESINI OMETTO ;RUA ANTONIO PEREIRA CAMPANHA, N. 22, LT 02 QD 12 ;202.219,83;334.000,00;39.46;Sim;Casa, 108.60 de área total, 53.60 de área privativa, 142.62 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422855980
1,44442E+12;SP ;JAU ;JARDIM BELA VISTA ;RUA DOZE DE OUTUBRO, N. SN, ;243.340,62;381.822,00;36.27;Não;Casa, 306.07 de área total, 306.07 de área privativa, 250.00 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421385408
8,78772E+12;SP ;JAU ;JARDIM DOS IPES ;RUA ENGENHEIRO JOSE LUIZ MUNHOZ (ANTIGA RUA 06), N. 870, LT 66 QD Q ;139.847,55;205.000,00;31.79;Não;Casa, 44.08 de área total, 44.08 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719313434
1,44442E+12;SP ;JAU ;JARDIM OLIMPIA ;RUA FELIX CAPINZAIKI, N. 915, Apto A201, 3PAV 2AND BL A  VG84 ;220.000,00;220.000,00;0.00;Não;Apartamento, 0.00 de área total, 48.85 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417832500
8,78772E+12;SP ;JAU ;JARDIM DOS IPES ;RUA NARCISO ALONSO, N. 110, QD R LT 48 ;200.000,00;200.000,00;0.00;Não;Casa, 44.08 de área total, 44.08 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717561260
8,78772E+12;SP ;JAU ;JARDIM DOS IPES ;RUA ENGENHEIRO JOSE LUIZ MUNHOZ, N. 925, QD P LT 03 ;211.530,84;205.000,00;0.00;Não;Casa, 44.08 de área total, 44.08 de área privativa, 180.00 de área do terreno,  2 qto(s), WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719303013
8,78772E+12;SP ;JAU ;JARDIM DOS IPES ;RUA ENGENHEIRO JOSE LUIZ MUNHOZ, N. 285, QD N LT 08 ;211.753,66;200.000,00;0.00;Não;Casa, 44.08 de área total, 44.08 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718879400
8,78772E+12;SP ;JAU ;JARDIM DOS IPES ;RUA AUGUSTO PEREIRA MACHADO, N. 285, QD S LT 10 ;211.456,42;197.000,00;0.00;Não;Casa, 44.08 de área total, 44.08 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719387420
